IDRaw,Choice,Raw,IDCompositionDescription,IDCategory,Carbohydrt,Sugars,OrganicsAcid,Polyols,Alcohol,Fats,Protein,Ash,Fiber_,Calcium,Iron,Magnesium,Phosphorus,Potassium,Sodium,Zinc,Copper,Manganese,FA_Sat,FA_Mono,FA_Poly,Cholestrl,Emulsifiers,Stabilizers,CocosButter,MilkFats,Presevatives,Flavors,Colors
771,0,"ΦΟΙΝΙΚΟΠΥΡΗΝΕΛΑΙΟ ΥΔΡΟΓΟΝΟΜΕΝΟ",22,"Α_ΥΛΗ",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e-04,0.0000000000000000e+00,1,1.50000006e-01,0,0,1,6,3.99999991e-02,0.00000000e+00,0.00000000e+00,9.26100016e-01,1.26999998e-02,3.99999990e-04,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
772,0,"ΓΑΛΟΠΟΥΛΑ",189,"Α_ΥΛΗ",4.6100000000000002e-02,4.6100000000000002e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.6300000000000000e-02,5.8799999999999998e-02,1.8100000000000002e-02,0.0000000000000000e+00,14,9.30000007e-01,8,81,61,554,6.99999988e-01,2.19999999e-02,4.99999989e-03,8.50000046e-03,9.70000029e-03,4.69999993e-03,18,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
774,0,"ΜΟΡΤΑΔΕΛΛΑ ΜΟΣΧΑΡΙ-ΧΟΙΡΙΝΟ",364,"Α_ΥΛΗ",3.0499999999999999e-02,3.0499999999999999e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.5390000000000001e-01,1.6370000000000001e-01,2.8900000000000002e-02,0.0000000000000000e+00,18,1.39999998e+00,11,97,163,1246,2.09999990e+00,5.99999987e-02,2.99999993e-02,9.51000005e-02,1.13799997e-01,3.11999992e-02,56,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
775,0,"ΣΑΛΑΜΙ ΓΑΛΟΠΟΥΛΑΣ",189,"Α_ΥΛΗ",3.0000000000000001e-03,2.0000000000000000e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.4000000000000000e-02,1.5300000000000000e-01,3.1000000000000003e-02,1.0000000000000000e-03,40,1.25000000e+00,22,266,216,1004,2.31999993e+00,1.89999998e-01,1.99999996e-02,2.77999993e-02,3.17000002e-02,2.47000009e-02,76,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
776,0,"ΛΟΥΚΑΝΙΚΑ ΒΡΑΣΤΑ",208,"Α_ΥΛΗ",1.5800000000000002e-02,1.5800000000000002e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0899999999999999e-01,1.5380000000000002e-01,3.5200000000000002e-02,0.0000000000000000e+00,13,1.42999995e+00,14,122,245,1182,2.45000005e+00,7.99999982e-02,4.19999994e-02,7.62000009e-02,9.92999971e-02,2.05000006e-02,64,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
777,0,"ΜΠΕΙΚΟΝ",230,"Α_ΥΛΗ",8.0000000000000002e-03,8.0000000000000002e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.4200000000000006e-01,2.9100000000000004e-01,4.2999999999999997e-02,0.0000000000000000e+00,14,1.86000001e+00,17,142,385,1420,3.23000002e+00,7.99999982e-02,3.79999988e-02,1.59999996e-01,2.18999997e-01,4.30000015e-02,102,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
778,0,"ΣΑΛΑΜΙ ΧΟΙΡΙΝΟ",395,"Α_ΥΛΗ",1.2000000000000000e-02,1.2000000000000000e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.7000000000000000e-01,2.1700000000000000e-01,5.5000000000000000e-02,0.0000000000000000e+00,10,1.51999998e+00,22,229,340,1890,4.19999981e+00,1.59999996e-01,7.00000003e-02,1.30999997e-01,1.81999996e-01,3.59999985e-02,80,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
779,0,"ΛΟΥΚΑΝΙΚΑ ΓΑΛΟΠΟΥΛΑΣ ΚΑΠΝΙΣΤΑ",347,"Α_ΥΛΗ",4.6500000000000007e-02,3.7499999999999999e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.7500000000000008e-02,1.5050000000000002e-01,3.0499999999999999e-02,9.0000000000000011e-03,21,9.60000038e+00,25,185,197,928,2.13000011e+00,1.11000001e-01,6.59999996e-02,3.40000018e-02,2.38000005e-02,1.56999994e-02,53,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
780,0,"ΛΟΥΚΑΝΙΚΑ ΧΟΙΡΙΝΑ",350,"Α_ΥΛΗ",8.1999999999999990e-02,8.1999999999999990e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.4300000000000002e-01,1.3600000000000001e-01,3.5000000000000003e-02,0.0000000000000000e+00,100,4.80000019e+00,14,132,246,1034,2.68000007e+00,6.30000010e-02,1.49999997e-02,4.80000004e-02,7.16999993e-02,8.50000046e-03,120,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
781,0,"ΛΟΥΚΑΝΙΚΑ ΜΟΣΧΑΡΙΣΙΑ",348,"Α_ΥΛΗ",3.4999999999999996e-03,3.4999999999999996e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.7979999999999999e-01,1.8210000000000001e-01,2.3400000000000001e-02,0.0000000000000000e+00,11,1.57000005e+00,14,141,258,652,4.38000011e+00,6.89999983e-02,0.00000000e+00,1.09099999e-01,1.26399994e-01,8.10000021e-03,82,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
782,0,"ΒΕΡΥΚΟΚΑ",31,"Α_ΥΛΗ",1.1119999999999999e-01,9.1199999999999989e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.9000000000000003e-03,1.3999999999999999e-02,7.4999999999999997e-03,2.0000000000000000e-02,13,3.89999986e-01,10,23,259,1,2.00000003e-01,7.80000016e-02,7.69999996e-02,3.00000014e-04,1.70000002e-03,7.99999980e-04,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
783,0,"ΑΒΟΚΑΝΤΟ",152,"Α_ΥΛΗ",8.5300000000000001e-02,1.8300000000000000e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.4660000000000001e-01,2.0000000000000000e-02,1.5800000000000002e-02,6.7000000000000004e-02,12,5.50000012e-01,29,52,485,7,6.39999986e-01,1.89999998e-01,1.42000005e-01,2.12999992e-02,9.79999974e-02,1.82000007e-02,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
784,0,"ΜΠΑΝΑΝΑ",228,"Α_ΥΛΗ",2.2839999999999999e-01,2.0240000000000000e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.3000000000000004e-03,1.0900000000000002e-02,8.1999999999999990e-03,2.6000000000000002e-02,5,2.59999990e-01,27,22,358,1,1.50000006e-01,7.80000016e-02,2.70000011e-01,1.09999999e-03,3.00000014e-04,6.99999975e-04,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
785,0,"ΒΑΤΟΜΟΥΡΑ",179,"Α_ΥΛΗ",9.6099999999999991e-02,4.3099999999999999e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.8999999999999998e-03,1.3899999999999999e-02,3.7000000000000002e-03,5.2999999999999999e-02,29,6.20000005e-01,20,22,162,1,5.29999971e-01,1.65000007e-01,6.46000028e-01,9.99999975e-05,5.00000024e-04,2.79999990e-03,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
786,0,"ΒΥΣΣΙΝΑ",184,"Α_ΥΛΗ",1.2180000000000001e-01,1.0580000000000001e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.0000000000000001e-03,1.0000000000000000e-02,4.0000000000000001e-03,1.6000000000000000e-02,16,3.19999993e-01,9,15,173,3,1.00000001e-01,1.04000002e-01,1.12000003e-01,6.99999975e-04,7.99999980e-04,8.99999985e-04,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
788,0,"ΣΙΡΟΠΙ ΣΥΚΩΝ",257,"Α_ΥΛΗ",2.2899999999999998e-01,2.0699999999999999e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e-03,3.8000000000000000e-03,2.8999999999999998e-03,2.2000000000000002e-02,27,2.80000001e-01,10,10,99,1,1.09999999e-01,1.05999999e-01,8.39999989e-02,1.99999995e-04,1.99999995e-04,5.00000024e-04,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
789,0,"ΧΥΜΟΣ ΛΕΜΟΝΙ",151,"Α_ΥΛΗ",8.6300000000000016e-02,8.2300000000000012e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.8000000000000000e-03,2.6000000000000003e-03,4.0000000000000001e-03,7,2.99999993e-02,6,6,124,1,5.00000007e-02,2.89999992e-02,8.00000038e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
790,0,"ΜΑΝΓΚΟΣ",214,"Α_ΥΛΗ",1.7000000000000001e-01,1.5200000000000000e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.7000000000000001e-03,5.1000000000000004e-03,5.0000000000000001e-03,1.8000000000000002e-02,10,1.29999995e-01,9,11,156,2,3.99999991e-02,1.09999999e-01,2.70000007e-02,6.99999975e-04,1.00000005e-03,5.00000024e-04,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
791,0,"ΠΑΠΑΓΙΑ",235,"Α_ΥΛΗ",9.8100000000000007e-02,8.0100000000000005e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.4000000000000002e-03,6.1000000000000004e-03,6.1000000000000004e-03,1.8000000000000002e-02,24,1.00000001e-01,10,5,257,3,7.00000003e-02,1.60000008e-02,1.09999999e-02,3.99999990e-04,3.99999990e-04,3.00000014e-04,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
792,0,"ΡΟΔΑΚΙΝΑ",247,"Α_ΥΛΗ",9.5399999999999999e-02,8.0399999999999999e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.5000000000000001e-03,9.1000000000000004e-03,4.3000000000000000e-03,1.4999999999999999e-02,6,2.50000000e-01,9,20,190,0,1.70000002e-01,6.80000037e-02,6.10000007e-02,1.99999995e-04,6.99999975e-04,8.99999985e-04,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
793,0,"ΑΧΛΑΔΙΑ",177,"Α_ΥΛΗ",1.5460000000000002e-01,1.2360000000000000e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1999999999999999e-03,3.8000000000000000e-03,3.3000000000000004e-03,3.1000000000000003e-02,9,1.70000002e-01,7,11,119,1,1.00000001e-01,8.20000023e-02,4.89999987e-02,9.99999975e-05,3.00000014e-04,3.00000014e-04,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
794,0,"ΣΤΑΦΙΔΕΣ",409,"Α_ΥΛΗ",7.9520000000000002e-01,7.5519999999999998e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.5999999999999999e-03,3.3900000000000000e-02,1.6600000000000000e-02,4.0000000000000001e-02,53,1.78999996e+00,35,115,746,12,3.19999993e-01,3.63000005e-01,3.07999998e-01,1.50000001e-03,1.99999995e-04,1.39999995e-03,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
796,0,"ΡΑΒΕΝΤΙ",245,"Α_ΥΛΗ",4.5400000000000003e-02,2.7400000000000004e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0000000000000000e-03,9.0000000000000011e-03,7.6000000000000000e-03,1.8000000000000002e-02,86,2.19999999e-01,12,14,288,4,1.00000001e-01,2.09999997e-02,1.95999995e-01,5.00000024e-04,3.99999990e-04,1.00000005e-03,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
797,0,"ΦΡΑΟΥΛΕΣ",292,"Α_ΥΛΗ",7.6799999999999993e-02,5.6799999999999996e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.0000000000000001e-03,6.7000000000000002e-03,4.0000000000000001e-03,2.0000000000000000e-02,16,4.19999987e-01,13,24,153,1,1.40000001e-01,4.80000004e-02,3.86000007e-01,1.99999995e-04,3.99999990e-04,1.59999996e-03,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
798,0,"ΜΑΡΑΣΚΙΝΟ",218,"Α_ΥΛΗ",4.1970000000000002e-01,3.8770000000000004e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0999999999999999e-03,2.2000000000000001e-03,3.4000000000000002e-03,3.2000000000000001e-02,54,4.30000007e-01,4,3,21,4,2.59999990e-01,1.43000007e-01,1.20000001e-02,3.99999990e-04,5.00000024e-04,6.00000028e-04,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
800,0,"ΣΠΑΡΑΓΓΙΑ",265,"Α_ΥΛΗ",3.8800000000000001e-02,1.7800000000000000e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1999999999999999e-03,2.2000000000000002e-02,5.7999999999999996e-03,2.1000000000000001e-02,24,2.14000010e+00,14,52,202,2,5.40000021e-01,1.88999996e-01,1.58000007e-01,5.00000024e-04,9.99999975e-05,8.99999985e-04,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
802,0,"ΜΑΝΙΤΑΡΙΑ ΙΤΑΛΙΑΣ",216,"Α_ΥΛΗ",4.0999999999999995e-02,3.5000000000000003e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e-03,2.5000000000000001e-02,9.7999999999999997e-03,6.0000000000000001e-03,18,4.00000006e-01,9,120,448,6,1.10000002e+00,5.00000000e-01,1.42000005e-01,9.99999975e-05,0.00000000e+00,3.99999990e-04,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
804,0,"ΠΑΤΑΤΑ",237,"Α_ΥΛΗ",1.7399999999999999e-01,1.5200000000000000e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.9999999999999998e-04,2.0199999999999999e-02,1.0800000000000001e-02,2.2000000000000002e-02,12,7.79999971e-01,23,57,421,6,2.89999992e-01,1.08000003e-01,1.52999997e-01,3.00000014e-04,0.00000000e+00,3.99999990e-04,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
805,0,"ΠΑΤΑΤΑΛΕΥΡΟ",240,"Α_ΥΛΗ",8.3079999999999998e-01,7.7180000000000004e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.4000000000000002e-03,6.9000000000000006e-02,3.1400000000000004e-02,5.9000000000000004e-02,65,1.38000000e+00,65,168,1001,55,5.40000021e-01,1.96999997e-01,3.12999994e-01,8.99999985e-04,9.99999975e-05,1.50000001e-03,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
806,0,"ΡΑΠΑΝΑΚΙΑ",246,"Α_ΥΛΗ",3.4000000000000002e-02,1.8000000000000002e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e-03,6.8000000000000005e-03,5.5000000000000005e-03,1.6000000000000000e-02,25,3.40000004e-01,10,20,233,39,2.80000001e-01,5.00000007e-02,6.89999983e-02,3.00000014e-04,1.99999995e-04,5.00000024e-04,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
808,0,"ΚΡΑΜΒΗ",206,"Α_ΥΛΗ",6.4299999999999996e-02,4.6300000000000001e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e-03,9.0000000000000011e-03,6.9999999999999993e-03,1.8000000000000002e-02,30,3.00000012e-01,11,27,191,67,2.70000011e-01,8.50000009e-02,1.34000003e-01,9.99999975e-05,9.99999975e-05,5.00000024e-04,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
809,0,"ΓΛΥΚΟΠΑΤΑΤΑ",237,"Α_ΥΛΗ",2.7899999999999997e-01,2.3800000000000002e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.7000000000000001e-03,1.5300000000000001e-02,8.1999999999999990e-03,4.0999999999999995e-02,17,5.40000021e-01,21,55,816,9,2.39999995e-01,1.78000003e-01,3.97000015e-01,3.99999990e-04,9.99999975e-05,7.99999980e-04,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
811,0,"ΣΙΣΑΜΙ ΑΠΟΞΗΡΑΜΕΝΟ",255,"Α_ΥΛΗ",2.3399999999999999e-01,1.1599999999999999e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.9670000000000003e-01,1.7730000000000001e-01,4.4500000000000005e-02,1.1800000000000001e-01,975,1.45500002e+01,351,629,468,11,7.75000000e+00,4.08199978e+00,2.46000004e+00,6.96000010e-02,1.87600002e-01,2.17700005e-01,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
812,0,"ΣΙΣΑΜΙ",255,"Α_ΥΛΗ",2.5700000000000001e-01,1.1699999999999999e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.7999999999999998e-01,1.6960000000000000e-01,5.9999999999999998e-02,1.4000000000000001e-01,989,1.47600002e+01,356,638,475,11,7.15999985e+00,2.47000003e+00,2.49600005e+00,6.71999976e-02,1.81299999e-01,2.10400000e-01,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
815,0,"ΑΜΥΓΔΑΛΑ ΛΕΥΚΑ",26,"Α_ΥΛΗ",1.9940000000000002e-01,9.5399999999999999e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.0619999999999998e-01,2.1940000000000001e-01,3.0200000000000001e-02,1.0400000000000001e-01,216,3.72000003e+00,275,480,687,28,3.11999989e+00,1.16999996e+00,2.24000001e+00,3.88999991e-02,3.22899997e-01,1.20499998e-01,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
816,0,"ΑΜΥΓΔΑΛΟΠΑΣΤΑ",26,"Α_ΥΛΗ",4.7810000000000002e-01,4.3009999999999998e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.7739999999999998e-01,8.9999999999999997e-02,1.3700000000000002e-02,4.8000000000000001e-02,172,1.60000002e+00,130,258,314,9,1.48000002e+00,4.53999996e-01,8.56000006e-01,2.63000000e-02,1.80099994e-01,5.82000017e-02,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
817,0,"ΦΟΥΝΤΟΥΚΙΑ",34,"Α_ΥΛΗ",1.6700000000000001e-01,7.0000000000000007e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.0750000000000004e-01,1.4949999999999999e-01,2.2900000000000000e-02,9.6999999999999989e-02,114,4.69999981e+00,163,290,680,0,2.45000005e+00,1.72500002e+00,6.17500019e+00,4.45999987e-02,4.56499994e-01,7.91999996e-02,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
818,0,"ΠΕΚΑΝ",241,"Α_ΥΛΗ",1.3860000000000000e-01,4.2599999999999999e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.1970000000000001e-01,9.1700000000000004e-02,1.4900000000000000e-02,9.6000000000000002e-02,70,2.52999997e+00,121,277,410,0,4.53000021e+00,1.20000005e+00,4.50000000e+00,6.17999993e-02,4.07999992e-01,2.16100007e-01,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
819,0,"ΚΑΡΥΔΙΑ ΜΑΥΡΑ",25,"Α_ΥΛΗ",9.9100000000000008e-02,3.1099999999999999e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.8999999999999997e-01,2.4059999999999998e-01,2.4700000000000003e-02,6.8000000000000005e-02,61,3.11999989e+00,201,513,523,2,3.36999989e+00,1.36000001e+00,3.89599991e+00,3.37000005e-02,1.50000006e-01,3.50800008e-01,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
821,0,"ΣΙΣΑΜΑΛΕΥΡΟ ΥΨΗΛΑ ΛΙΠΑΡΑ",252,"Α_ΥΛΗ",2.6619999999999999e-01,2.6619999999999999e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.7100000000000000e-01,3.0780000000000002e-01,4.5999999999999999e-02,0.0000000000000000e+00,159,1.51700001e+01,361,807,423,41,1.06700001e+01,1.51999998e+00,1.48899996e+00,5.20000011e-02,1.40100002e-01,1.62599996e-01,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
822,0,"ΤΑΧΙΝΙ",255,"Α_ΥΛΗ",2.1500000000000000e-01,1.6800000000000001e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.3010000000000002e-01,1.7399999999999999e-01,5.0900000000000001e-02,4.7000000000000000e-02,141,4.42000008e+00,95,790,459,35,4.61999989e+00,1.61000001e+00,,7.41999969e-02,2.00200006e-01,2.32299998e-01,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
823,0,"ΜΟΣΧΑΡΙ",226,"Α_ΥΛΗ",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.6900000000000002e-02,1.2070000000000000e-01,5.5000000000000005e-03,0.0000000000000000e+00,69,5.89999974e-01,13,64,67,97,1.41999996e+00,7.00000003e-02,8.50000009e-02,1.29000004e-02,1.53000001e-02,1.79999997e-03,122,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
824,0,"ΛΟΥΚΑΝΙΚΑ ΜΟΣΧΑΡΙΣΙΑ ΚΑΠΝΙΣΤΑ",208,"Α_ΥΛΗ",2.4199999999999999e-02,2.4199999999999999e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.6910000000000001e-01,1.4110000000000000e-01,2.9999999999999999e-02,0.0000000000000000e+00,7,1.75999999e+00,13,105,176,1131,2.79999995e+00,7.19999969e-02,8.99999961e-03,1.14399999e-01,1.29700005e-01,1.04999999e-02,67,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
