IDStoreControl,IDMarketer,Date,NoApod,Incam
8612,886,"08/27/08 00:00:00",,85.7000
8613,906,"08/27/08 00:00:00",,42.4000
8614,905,"08/27/08 00:00:00",,59.6000
8615,890,"08/26/08 00:00:00",287,674.5500
8616,880,"08/26/08 00:00:00",583,1509.1700
8617,912,"08/27/08 00:00:00",,91.9500
8618,879,"08/26/08 00:00:00",461,1319.7000
8619,924,"08/26/08 00:00:00",397,921.4900
8620,879,"08/27/08 00:00:00",466,1385.3000
8621,890,"08/27/08 00:00:00",322,714.8500
8622,924,"08/27/08 00:00:00",443,1137.7200
8623,883,"08/28/08 00:00:00",,99.8000
8624,913,"08/28/08 00:00:00",,295.3000
8625,914,"08/28/08 00:00:00",,107.0000
8626,886,"08/28/08 00:00:00",,85.7000
8627,906,"08/28/08 00:00:00",,49.0000
8628,905,"08/28/08 00:00:00",,91.4000
8629,912,"08/28/08 00:00:00",,87.4000
8630,879,"08/28/08 00:00:00",482,1511.8000
8631,890,"08/28/08 00:00:00",342,798.5500
8632,924,"08/28/08 00:00:00",442,1095.3500
8633,880,"08/27/08 00:00:00",590,1552.4000
8634,883,"08/29/08 00:00:00",,98.0000
8635,883,"08/30/08 00:00:00",,137.5000
8636,913,"08/29/08 00:00:00",,285.7000
8637,914,"08/29/08 00:00:00",,117.9000
8638,886,"08/29/08 00:00:00",,85.7000
8639,906,"08/29/08 00:00:00",,43.0000
8640,905,"08/29/08 00:00:00",,63.3000
8641,912,"08/29/08 00:00:00",,127.2500
8642,883,"09/01/08 00:00:00",,98.0000
8643,913,"08/30/08 00:00:00",,447.9000
8644,913,"09/01/08 00:00:00",,285.7000
8645,886,"08/30/08 00:00:00",,135.5000
8646,886,"09/01/08 00:00:00",,85.7000
8647,906,"08/30/08 00:00:00",,68.9000
8648,906,"09/01/08 00:00:00",,41.7000
8649,905,"08/30/08 00:00:00",,94.0000
8650,905,"09/01/08 00:00:00",,68.0000
8651,912,"08/30/08 00:00:00",,189.1000
8652,912,"09/01/08 00:00:00",,78.2500
8653,914,"08/30/08 00:00:00",,238.0000
8654,914,"09/01/08 00:00:00",,80.2000
8655,880,"08/28/08 00:00:00",599,1598.1300
8656,879,"08/29/08 00:00:00",477,1563.6000
8657,890,"08/29/08 00:00:00",312,771.3500
8658,924,"08/29/08 00:00:00",502,1200.3500
8659,879,"08/30/08 00:00:00",567,1966.8500
8660,924,"08/30/08 00:00:00",488,1514.0000
8661,890,"08/30/08 00:00:00",397,1194.7000
8662,883,"09/02/08 00:00:00",,102.9000
8663,913,"09/02/08 00:00:00",,270.5000
8664,914,"09/02/08 00:00:00",,98.7000
8665,886,"09/02/08 00:00:00",,85.7000
8666,906,"09/02/08 00:00:00",,41.7000
8667,905,"09/02/08 00:00:00",,61.0000
8668,912,"09/02/08 00:00:00",,93.5500
8669,880,"08/29/08 00:00:00",653,1536.3000
8670,880,"08/30/08 00:00:00",776,2588.0200
8671,880,"09/01/08 00:00:00",573,1492.2000
8672,890,"09/01/08 00:00:00",323,718.7000
8673,924,"09/01/08 00:00:00",465,1145.5000
8674,879,"09/01/08 00:00:00",482,1440.0000
8675,890,"09/02/08 00:00:00",287,1070.3000
8676,880,"09/02/08 00:00:00",583,1417.4900
8677,924,"09/02/08 00:00:00",437,1027.2000
8679,879,"09/02/08 00:00:00",490,1418.2500
8680,883,"09/03/08 00:00:00",,90.4000
8681,913,"09/03/08 00:00:00",,277.8000
8682,914,"09/03/08 00:00:00",,93.0000
8683,886,"09/03/08 00:00:00",,97.6000
8684,906,"09/03/08 00:00:00",,41.7000
8685,905,"09/03/08 00:00:00",,54.6000
8686,912,"09/03/08 00:00:00",,71.7000
8687,890,"09/03/08 00:00:00",321,735.2000
8688,879,"09/03/08 00:00:00",477,1464.1000
8689,924,"09/03/08 00:00:00",468,1213.5500
8690,912,"09/04/08 00:00:00",,76.3500
8691,883,"09/04/08 00:00:00",,84.0000
8692,913,"09/04/08 00:00:00",,270.5000
8693,914,"09/04/08 00:00:00",,93.0000
8694,886,"09/04/08 00:00:00",,84.5000
8695,906,"09/04/08 00:00:00",,37.7000
8696,905,"09/04/08 00:00:00",,81.0000
8697,880,"09/03/08 00:00:00",615,1564.2700
8698,879,"09/04/08 00:00:00",523,1520.3000
8699,924,"09/04/08 00:00:00",485,1176.4000
8700,890,"09/04/08 00:00:00",307,757.0000
8701,912,"09/05/08 00:00:00",,108.0000
8702,912,"09/06/08 00:00:00",,280.8500
8703,883,"09/05/08 00:00:00",,84.0000
8704,913,"09/05/08 00:00:00",,294.5000
8705,914,"09/05/08 00:00:00",,104.0000
8706,886,"09/05/08 00:00:00",,84.5000
8707,906,"09/05/08 00:00:00",,44.0000
8708,905,"09/05/08 00:00:00",,63.5000
8709,883,"09/06/08 00:00:00",,133.8000
8712,886,"09/06/08 00:00:00",,108.0000
8713,906,"09/06/08 00:00:00",,58.9000
8714,905,"09/06/08 00:00:00",,85.6000
8715,883,"09/08/08 00:00:00",,84.0000
8716,913,"09/06/08 00:00:00",,413.8000
8717,913,"09/08/08 00:00:00",,259.0000
8718,914,"09/06/08 00:00:00",,238.6000
8719,914,"09/08/08 00:00:00",,82.9000
8720,886,"09/08/08 00:00:00",,84.5000
8721,906,"09/08/08 00:00:00",,34.6000
8722,905,"09/08/08 00:00:00",,60.9000
8723,880,"09/04/08 00:00:00",583,1542.2400
8724,912,"09/08/08 00:00:00",,111.0500
8725,880,"09/05/08 00:00:00",554,1643.4900
8726,924,"09/05/08 00:00:00",462,1190.7000
8727,924,"09/06/08 00:00:00",487,1410.0000
8728,883,"09/09/08 00:00:00",,84.0000
8729,913,"09/09/08 00:00:00",,262.7000
8730,914,"09/09/08 00:00:00",,78.5000
8731,886,"09/09/08 00:00:00",,84.5000
8732,906,"09/09/08 00:00:00",,34.6000
8733,905,"09/09/08 00:00:00",,58.7000
8734,890,"09/08/08 00:00:00",318,748.0000
8735,924,"09/08/08 00:00:00",466,1118.9800
8736,879,"09/08/08 00:00:00",479,1408.6000
8737,890,"09/06/08 00:00:00",392,1209.9000
8738,880,"09/06/08 00:00:00",721,2397.9800
8739,879,"09/06/08 00:00:00",563,2022.4500
8740,879,"09/05/08 00:00:00",510,1539.2500
8741,890,"09/05/08 00:00:00",302,751.4500
8742,912,"09/09/08 00:00:00",,84.5500
8743,880,"09/08/08 00:00:00",571,1394.1400
8744,924,"09/09/08 00:00:00",445,1099.3500
8745,879,"09/09/08 00:00:00",472,1427.7500
8746,890,"09/09/08 00:00:00",307,741.4500
8747,883,"09/10/08 00:00:00",,84.0000
8748,913,"09/10/08 00:00:00",,262.7000
8749,914,"09/10/08 00:00:00",,89.0000
8750,886,"09/10/08 00:00:00",,84.5000
8751,906,"09/10/08 00:00:00",,37.8000
8752,905,"09/10/08 00:00:00",,58.7000
8753,912,"09/10/08 00:00:00",,58.1000
8754,880,"09/09/08 00:00:00",558,1392.2300
8755,924,"09/10/08 00:00:00",434,1088.5900
8756,880,"09/10/08 00:00:00",543,1495.1000
8757,890,"09/10/08 00:00:00",299,728.5500
8758,879,"09/10/08 00:00:00",459,1405.4500
8759,883,"09/11/08 00:00:00",,89.0000
8760,913,"09/11/08 00:00:00",,267.9000
8761,914,"09/11/08 00:00:00",,89.0000
8762,886,"09/11/08 00:00:00",,84.5000
8763,906,"09/11/08 00:00:00",,37.8000
8764,905,"09/11/08 00:00:00",,88.0000
8765,912,"09/11/08 00:00:00",,60.7500
8766,924,"09/11/08 00:00:00",451,1075.8000
8767,890,"09/11/08 00:00:00",313,706.3000
8768,879,"09/11/08 00:00:00",456,1382.4500
8769,883,"09/12/08 00:00:00",,89.0000
8770,913,"09/12/08 00:00:00",,266.0000
8771,914,"09/12/08 00:00:00",,101.8000
8772,886,"09/12/08 00:00:00",,84.5000
8773,906,"09/12/08 00:00:00",,37.8000
8774,905,"09/12/08 00:00:00",,59.7000
8775,912,"09/12/08 00:00:00",,57.6500
8776,883,"09/13/08 00:00:00",,140.7000
8777,913,"09/13/08 00:00:00",,428.0000
8778,914,"09/13/08 00:00:00",,209.6000
8779,886,"09/13/08 00:00:00",,107.7000
8780,906,"09/13/08 00:00:00",,65.5000
8781,905,"09/13/08 00:00:00",,97.3000
8782,883,"09/15/08 00:00:00",,89.0000
8783,913,"09/15/08 00:00:00",,266.0000
8784,914,"09/15/08 00:00:00",,98.0000
8785,886,"09/15/08 00:00:00",,70.3000
8786,906,"09/15/08 00:00:00",,37.8000
8787,905,"09/15/08 00:00:00",,59.7000
8788,880,"09/11/08 00:00:00",599,1567.5800
8789,924,"09/12/08 00:00:00",496,1129.1000
8790,890,"09/12/08 00:00:00",346,780.2500
8791,880,"09/12/08 00:00:00",536,1584.8400
8792,912,"09/13/08 00:00:00",,189.2000
8793,879,"09/12/08 00:00:00",437,1375.5000
8794,890,"09/13/08 00:00:00",399,1182.6000
8795,879,"09/13/08 00:00:00",605,2089.2000
8796,880,"09/13/08 00:00:00",841,2527.6800
8797,924,"09/13/08 00:00:00",520,1520.2000
8798,912,"09/15/08 00:00:00",,92.5500
8799,890,"09/15/08 00:00:00",332,761.2000
8800,879,"09/15/08 00:00:00",481,1469.4000
8801,880,"09/15/08 00:00:00",594,1509.6600
8802,924,"09/15/08 00:00:00",462,1140.9000
8803,912,"09/16/08 00:00:00",,72.3000
8804,883,"09/16/08 00:00:00",,89.0000
8805,913,"09/16/08 00:00:00",,254.4000
8806,914,"09/16/08 00:00:00",,95.3000
8807,886,"09/16/08 00:00:00",,73.9000
8808,906,"09/16/08 00:00:00",,37.8000
8809,905,"09/16/08 00:00:00",,71.3000
8810,883,"09/17/08 00:00:00",,89.0000
8811,913,"09/17/08 00:00:00",,252.4000
8812,914,"09/17/08 00:00:00",,95.3000
8813,886,"09/17/08 00:00:00",,72.0000
8814,906,"09/17/08 00:00:00",,41.9000
8815,905,"09/17/08 00:00:00",,62.0000
8816,924,"09/16/08 00:00:00",465,1166.3000
8817,890,"09/16/08 00:00:00",340,769.7000
8818,879,"09/16/08 00:00:00",478,1381.0500
8819,880,"09/16/08 00:00:00",545,1388.8300
8820,879,"09/17/08 00:00:00",475,1452.1000
8821,890,"09/17/08 00:00:00",330,756.0500
8822,880,"09/17/08 00:00:00",574,1436.0700
8823,883,"09/18/08 00:00:00",,89.0000
8824,913,"09/18/08 00:00:00",,252.4000
8825,905,"09/18/08 00:00:00",,84.0000
8826,906,"09/18/08 00:00:00",,38.5000
8827,886,"09/18/08 00:00:00",,82.6000
8828,912,"09/17/08 00:00:00",,50.3500
8829,912,"09/18/08 00:00:00",,71.6000
8830,879,"09/18/08 00:00:00",449,1542.9500
8831,880,"09/18/08 00:00:00",577,1399.3000
8832,890,"09/18/08 00:00:00",348,763.0500
8833,912,"09/19/08 00:00:00",,85.8000
8834,883,"09/19/08 00:00:00",,89.5000
8835,913,"09/19/08 00:00:00",,252.4000
8836,914,"09/19/08 00:00:00",,110.3000
8837,886,"09/19/08 00:00:00",,82.6000
8838,906,"09/19/08 00:00:00",,38.5000
8839,905,"09/19/08 00:00:00",,63.0000
8840,924,"09/18/08 00:00:00",456,1124.2500
8841,924,"09/17/08 00:00:00",443,1108.9500
8842,924,"09/19/08 00:00:00",482,1233.3700
8843,879,"09/19/08 00:00:00",432,1494.3500
8844,880,"09/19/08 00:00:00",616,1583.8500
8845,890,"09/19/08 00:00:00",345,774.6500
8846,890,"09/20/08 00:00:00",403,1271.8000
8847,880,"09/20/08 00:00:00",768,2546.1000
8848,924,"09/20/08 00:00:00",501,1632.6200
8849,879,"09/20/08 00:00:00",559,2136.6000
8850,912,"09/20/08 00:00:00",,225.1000
8851,883,"09/20/08 00:00:00",,153.7000
8852,913,"09/20/08 00:00:00",,427.0000
8853,914,"09/20/08 00:00:00",,230.0000
8854,886,"09/20/08 00:00:00",,112.0000
8855,906,"09/20/08 00:00:00",,69.9000
8856,905,"09/20/08 00:00:00",,101.4000
8857,883,"09/22/08 00:00:00",,89.5000
8858,913,"09/22/08 00:00:00",,256.4000
8859,914,"09/22/08 00:00:00",,105.3000
8860,886,"09/22/08 00:00:00",,79.4000
8861,906,"09/22/08 00:00:00",,38.5000
8862,905,"09/22/08 00:00:00",,52.4000
8863,890,"09/22/08 00:00:00",334,711.6000
8864,879,"09/22/08 00:00:00",457,1542.6500
8865,924,"09/22/08 00:00:00",476,1151.1500
8866,880,"09/22/08 00:00:00",591,1474.6800
8867,883,"09/23/08 00:00:00",,88.0000
8868,913,"09/23/08 00:00:00",,252.4000
8869,914,"09/23/08 00:00:00",,105.3000
8870,886,"09/23/08 00:00:00",,61.6000
8871,906,"09/23/08 00:00:00",,38.5000
8872,905,"09/23/08 00:00:00",,60.8000
8873,912,"09/22/08 00:00:00",,57.2000
8874,912,"09/23/08 00:00:00",,65.0000
8875,924,"09/23/08 00:00:00",455,1162.3400
8876,880,"09/23/08 00:00:00",572,1474.2800
8877,879,"09/23/08 00:00:00",433,1408.2000
8878,890,"09/23/08 00:00:00",351,756.7000
8879,883,"09/24/08 00:00:00",,88.0000
8880,913,"09/24/08 00:00:00",,251.5000
8881,914,"09/24/08 00:00:00",,96.7000
8882,886,"09/24/08 00:00:00",,61.6000
8883,906,"09/24/08 00:00:00",,38.5000
8884,905,"09/24/08 00:00:00",,59.0000
8885,912,"09/24/08 00:00:00",,68.6500
8886,880,"09/24/08 00:00:00",603,1456.2800
8887,890,"09/24/08 00:00:00",352,776.4000
8888,924,"09/24/08 00:00:00",467,1126.9000
8889,879,"09/24/08 00:00:00",457,1524.5000
8890,890,"09/25/08 00:00:00",346,816.2500
8891,912,"09/25/08 00:00:00",,73.2000
8892,879,"09/25/08 00:00:00",429,1403.8500
8893,880,"09/25/08 00:00:00",547,1518.9700
8894,924,"09/25/08 00:00:00",468,1216.0100
8895,883,"09/25/08 00:00:00",,88.0000
8896,883,"09/26/08 00:00:00",,88.0000
8897,913,"09/25/08 00:00:00",,262.0000
8898,913,"09/26/08 00:00:00",,254.6000
8899,914,"09/25/08 00:00:00",,110.0000
8900,914,"09/26/08 00:00:00",,106.3000
8901,886,"09/25/08 00:00:00",,78.7000
8902,886,"09/26/08 00:00:00",,86.5000
8903,906,"09/25/08 00:00:00",,38.5000
8904,906,"09/26/08 00:00:00",,41.3000
8905,905,"09/25/08 00:00:00",,81.7000
8906,905,"09/26/08 00:00:00",,61.3000
8907,912,"09/26/08 00:00:00",,52.0000
8908,879,"09/26/08 00:00:00",452,1530.0000
8909,890,"09/26/08 00:00:00",331,768.6000
8910,880,"09/26/08 00:00:00",572,1616.3700
8911,924,"09/26/08 00:00:00",365,1266.0000
8912,924,"09/27/08 00:00:00",515,1545.5000
8913,890,"09/27/08 00:00:00",413,1241.2000
8914,880,"09/27/08 00:00:00",752,2491.1500
8915,883,"09/27/08 00:00:00",,137.7000
8916,913,"09/27/08 00:00:00",,461.8000
8917,914,"09/27/08 00:00:00",,228.0000
8918,886,"09/27/08 00:00:00",,72.0000
8919,906,"09/27/08 00:00:00",,84.7000
8920,905,"09/27/08 00:00:00",,96.0000
8921,912,"09/27/08 00:00:00",,168.7000
8922,883,"03/10/09 00:00:00",,72.4000
8923,883,"09/29/08 00:00:00",,88.0000
8924,913,"09/29/08 00:00:00",,254.6000
8925,914,"09/29/08 00:00:00",,106.3000
8926,886,"09/29/08 00:00:00",,74.6000
8927,906,"09/29/08 00:00:00",,40.5000
8928,905,"09/29/08 00:00:00",,54.6000
8929,879,"09/29/08 00:00:00",420,1440.1000
8930,890,"09/29/08 00:00:00",350,847.0000
8931,880,"09/29/08 00:00:00",581,1483.9300
8932,924,"09/29/08 00:00:00",486,1176.8500
8933,883,"09/30/08 00:00:00",,88.0000
8934,905,"09/30/08 00:00:00",,56.9000
8935,906,"09/30/08 00:00:00",,45.5000
8936,886,"09/30/08 00:00:00",,74.6000
8937,914,"09/30/08 00:00:00",,95.7000
8938,913,"09/30/08 00:00:00",,254.6000
8939,912,"09/29/08 00:00:00",,59.0000
8940,912,"09/30/08 00:00:00",,50.0000
8941,924,"09/30/08 00:00:00",457,1106.6000
8942,890,"09/30/08 00:00:00",343,791.2000
8943,880,"09/30/08 00:00:00",545,1326.5700
8944,879,"09/30/08 00:00:00",418,1372.1000
8945,883,"10/01/08 00:00:00",,88.0000
8946,913,"10/01/08 00:00:00",,254.6000
8947,914,"10/01/08 00:00:00",,95.7000
8948,886,"10/01/08 00:00:00",,74.6000
8949,906,"10/01/08 00:00:00",,40.0000
8950,905,"10/01/08 00:00:00",,55.8000
8951,912,"10/01/08 00:00:00",,91.7000
8952,924,"10/01/08 00:00:00",478,1209.9700
8953,890,"10/01/08 00:00:00",331,753.8000
8954,880,"10/01/08 00:00:00",578,1449.5500
8955,879,"10/01/08 00:00:00",435,1441.5500
8956,883,"10/02/08 00:00:00",,88.0000
8957,913,"10/02/08 00:00:00",,257.8000
8958,914,"10/02/08 00:00:00",,101.8000
8959,886,"10/02/08 00:00:00",,74.6000
8960,906,"10/02/08 00:00:00",,30.8000
8961,905,"10/02/08 00:00:00",,81.7000
8962,912,"10/02/08 00:00:00",,92.1000
8963,880,"10/02/08 00:00:00",586,1522.6900
8964,890,"10/02/08 00:00:00",344,793.8500
8965,924,"10/02/08 00:00:00",519,1177.2000
8966,883,"10/03/08 00:00:00",,83.4000
8967,913,"10/03/08 00:00:00",,266.6000
8968,914,"10/03/08 00:00:00",,100.7000
8969,886,"10/03/08 00:00:00",,76.6000
8970,906,"10/03/08 00:00:00",,33.8000
8971,905,"10/03/08 00:00:00",,38.7000
8972,912,"10/03/08 00:00:00",,63.9000
8973,890,"10/03/08 00:00:00",380,819.4000
8974,924,"10/03/08 00:00:00",506,1243.4000
8975,879,"10/03/08 00:00:00",418,1509.8000
8976,880,"10/03/08 00:00:00",588,1644.8300
8977,879,"10/04/08 00:00:00",576,2161.5000
8978,890,"10/04/08 00:00:00",402,1205.6000
8979,924,"10/04/08 00:00:00",505,1565.4500
8980,880,"10/04/08 00:00:00",748,2409.9000
8981,883,"10/04/08 00:00:00",,141.0000
8982,913,"10/04/08 00:00:00",,462.0000
8983,914,"10/04/08 00:00:00",,195.0000
8984,886,"10/04/08 00:00:00",,114.9000
8985,906,"10/04/08 00:00:00",,83.8000
8986,905,"10/04/08 00:00:00",,89.7000
8987,883,"10/06/08 00:00:00",,88.0000
8988,913,"10/06/08 00:00:00",,256.0000
8989,914,"10/06/08 00:00:00",,91.0000
8990,886,"10/06/08 00:00:00",,77.6000
8991,906,"10/06/08 00:00:00",,32.6000
8992,905,"10/06/08 00:00:00",,48.0000
8993,890,"10/06/08 00:00:00",327,752.8300
8994,880,"10/06/08 00:00:00",600,1556.8300
8995,879,"10/06/08 00:00:00",426,1450.3000
8996,924,"10/06/08 00:00:00",524,1222.9700
8998,883,"10/07/08 00:00:00",,86.4000
8999,913,"10/07/08 00:00:00",,264.6000
9000,914,"10/07/08 00:00:00",,91.0000
9001,886,"10/07/08 00:00:00",,53.5000
9002,906,"10/07/08 00:00:00",,34.0000
9003,905,"10/07/08 00:00:00",,58.0000
9004,912,"10/04/08 00:00:00",,133.1000
9005,912,"10/06/08 00:00:00",,62.8000
9006,912,"10/07/08 00:00:00",,52.5000
9007,890,"10/07/08 00:00:00",311,615.5900
9008,924,"10/07/08 00:00:00",473,1216.4500
9009,883,"10/08/08 00:00:00",,88.0000
9010,913,"10/08/08 00:00:00",,260.0000
9011,914,"10/08/08 00:00:00",,101.2000
9012,886,"10/08/08 00:00:00",,53.5000
9013,906,"10/08/08 00:00:00",,35.4000
9014,905,"10/08/08 00:00:00",,52.7000
9015,912,"10/08/08 00:00:00",,60.4000
9016,879,"10/07/08 00:00:00",416,1416.6000
9017,880,"10/07/08 00:00:00",554,1377.2400
9018,879,"10/02/08 00:00:00",410,1336.0500
9019,880,"10/08/08 00:00:00",608,1468.6000
9020,924,"10/08/08 00:00:00",509,1163.4800
9021,879,"10/08/08 00:00:00",427,1493.4000
9022,890,"10/08/08 00:00:00",341,715.1000
9023,883,"10/09/08 00:00:00",,88.0000
9024,913,"10/09/08 00:00:00",,242.1000
9025,886,"10/09/08 00:00:00",,60.7000
9026,906,"10/09/08 00:00:00",,42.1000
9027,905,"10/09/08 00:00:00",,76.4000
9028,879,"09/27/08 00:00:00",533,2087.9000
9029,890,"10/09/08 00:00:00",345,785.1000
9030,924,"10/09/08 00:00:00",492,1167.7000
9031,879,"10/09/08 00:00:00",394,1355.2500
9032,880,"10/09/08 00:00:00",586,1494.2000
9033,912,"10/09/08 00:00:00",,75.2500
9034,912,"10/10/08 00:00:00",,90.5000
9035,883,"10/10/08 00:00:00",,88.0000
9036,913,"10/10/08 00:00:00",,242.1000
9037,914,"10/10/08 00:00:00",,107.6000
9038,886,"10/10/08 00:00:00",,60.7000
9039,906,"10/10/08 00:00:00",,33.5000
9040,905,"10/10/08 00:00:00",,53.2000
9041,879,"10/10/08 00:00:00",410,1573.6000
9042,890,"10/10/08 00:00:00",350,766.6000
9043,924,"10/10/08 00:00:00",515,1345.2000
9044,880,"10/10/08 00:00:00",558,2510.3000
9045,880,"10/11/08 00:00:00",747,2472.0000
9046,890,"10/11/08 00:00:00",394,1132.4000
9047,924,"10/11/08 00:00:00",519,1645.6700
9048,879,"10/11/08 00:00:00",576,2226.0000
9049,883,"10/11/08 00:00:00",,139.3000
9050,883,"10/13/08 00:00:00",,88.0000
9051,913,"10/11/08 00:00:00",,463.6000
9052,913,"10/13/08 00:00:00",,242.0000
9053,914,"10/11/08 00:00:00",,201.3000
9054,914,"10/13/08 00:00:00",,103.8000
9055,886,"10/11/08 00:00:00",,94.0000
9056,886,"10/13/08 00:00:00",,77.5000
9057,906,"10/11/08 00:00:00",,61.4000
9058,906,"10/13/08 00:00:00",,33.5000
9059,905,"10/11/08 00:00:00",,98.7000
9060,905,"10/13/08 00:00:00",,47.5000
9061,912,"10/11/08 00:00:00",,149.7500
9062,912,"10/13/08 00:00:00",,110.7000
9063,883,"10/14/08 00:00:00",,97.3000
9064,913,"10/14/08 00:00:00",,244.5000
9065,914,"10/14/08 00:00:00",,103.8000
9066,886,"10/14/08 00:00:00",,53.6000
9067,906,"10/14/08 00:00:00",,40.0000
9068,905,"10/14/08 00:00:00",,50.4000
9069,924,"10/13/08 00:00:00",489,1170.1200
9070,890,"10/13/08 00:00:00",328,730.1400
9071,880,"10/13/08 00:00:00",607,1530.5100
9072,879,"10/13/08 00:00:00",444,1418.8000
9073,924,"10/14/08 00:00:00",472,1142.3500
9074,879,"10/14/08 00:00:00",431,1411.1500
9075,890,"10/14/08 00:00:00",340,747.8000
9076,880,"10/14/08 00:00:00",572,1518.8600
9077,912,"10/14/08 00:00:00",,49.8000
9078,912,"10/15/08 00:00:00",,74.6000
9079,883,"10/15/08 00:00:00",,97.4000
9080,913,"10/15/08 00:00:00",,256.0000
9081,914,"10/15/08 00:00:00",,101.6000
9082,886,"10/15/08 00:00:00",,64.8000
9083,906,"10/15/08 00:00:00",,35.4000
9084,905,"10/15/08 00:00:00",,53.9000
9085,883,"10/16/08 00:00:00",,97.4000
9086,913,"10/16/08 00:00:00",,245.7000
9087,914,"10/16/08 00:00:00",,69.7000
9088,886,"10/16/08 00:00:00",,56.8000
9089,906,"10/16/08 00:00:00",,32.8000
9090,905,"10/16/08 00:00:00",,87.0000
9091,890,"10/15/08 00:00:00",362,837.9900
9092,924,"10/15/08 00:00:00",556,1515.2500
9093,880,"10/15/08 00:00:00",669,1858.4400
9094,879,"10/15/08 00:00:00",1008,2057.2000
9095,890,"10/16/08 00:00:00",360,886.4100
9096,912,"10/16/08 00:00:00",,78.3500
9097,912,"10/17/08 00:00:00",,62.5700
9098,883,"10/17/08 00:00:00",,97.4000
9099,913,"10/17/08 00:00:00",,253.7000
9100,914,"10/17/08 00:00:00",,102.7000
9101,886,"10/17/08 00:00:00",,62.8000
9102,906,"10/17/08 00:00:00",,36.0000
9103,905,"10/17/08 00:00:00",,52.6000
9104,883,"10/18/08 00:00:00",,140.0000
9105,913,"10/18/08 00:00:00",,470.0000
9106,914,"10/18/08 00:00:00",,246.0000
9107,886,"10/18/08 00:00:00",,94.0000
9108,906,"10/18/08 00:00:00",,67.0000
9109,905,"10/18/08 00:00:00",,90.0000
9110,883,"10/20/08 00:00:00",,100.5000
9111,913,"10/20/08 00:00:00",,254.0000
9112,914,"10/20/08 00:00:00",,101.6000
9113,886,"10/20/08 00:00:00",,68.7000
9114,906,"10/20/08 00:00:00",,34.3000
9115,905,"10/20/08 00:00:00",,46.6000
9116,880,"10/17/08 00:00:00",626,1799.2700
9117,924,"10/17/08 00:00:00",516,1307.3500
9118,890,"10/17/08 00:00:00",353,801.9100
9119,879,"10/17/08 00:00:00",498,1579.0000
9120,924,"10/18/08 00:00:00",499,1534.3000
9121,879,"10/18/08 00:00:00",553,2108.5000
9122,880,"10/18/08 00:00:00",757,2430.6500
9123,890,"10/18/08 00:00:00",398,1247.4000
9124,912,"10/18/08 00:00:00",,129.9500
9125,912,"10/20/08 00:00:00",,119.1500
9126,879,"10/20/08 00:00:00",422,1358.5000
9127,924,"10/20/08 00:00:00",496,1164.3500
9128,890,"10/20/08 00:00:00",359,814.8500
9129,880,"10/20/08 00:00:00",594,1516.6100
9130,883,"10/21/08 00:00:00",,91.0000
9131,913,"10/21/08 00:00:00",,254.0000
9132,914,"10/21/08 00:00:00",,101.6000
9133,886,"10/21/08 00:00:00",,82.8000
9134,906,"10/21/08 00:00:00",,40.0000
9135,905,"10/21/08 00:00:00",,53.9000
9136,912,"10/21/08 00:00:00",,63.7000
9137,880,"10/21/08 00:00:00",533,1400.3000
9138,879,"10/21/08 00:00:00",412,1428.5000
9139,890,"10/21/08 00:00:00",323,768.9500
9140,924,"10/21/08 00:00:00",496,1164.6100
9141,883,"10/22/08 00:00:00",,91.0000
9142,913,"10/22/08 00:00:00",,254.0000
9143,914,"10/22/08 00:00:00",,122.0000
9144,886,"10/22/08 00:00:00",,82.8000
9145,906,"10/22/08 00:00:00",,32.8000
9146,905,"10/22/08 00:00:00",,45.3000
9147,912,"10/22/08 00:00:00",,49.6500
9148,880,"10/22/08 00:00:00",573,1412.4300
9149,890,"10/22/08 00:00:00",358,774.4500
9150,924,"10/22/08 00:00:00",481,1181.8500
9151,879,"10/22/08 00:00:00",433,1526.6000
9152,883,"10/23/08 00:00:00",,91.0000
9153,913,"10/23/08 00:00:00",,254.0000
9154,914,"10/23/08 00:00:00",,122.8000
9155,886,"10/23/08 00:00:00",,78.0000
9156,906,"10/23/08 00:00:00",,33.0000
9157,905,"10/23/08 00:00:00",,87.4000
9158,912,"10/23/08 00:00:00",,87.5000
9159,880,"10/23/08 00:00:00",569,1535.1400
9160,879,"10/23/08 00:00:00",468,1396.3000
9161,924,"10/23/08 00:00:00",496,1157.4000
9162,890,"10/23/08 00:00:00",385,916.5500
9164,883,"10/24/08 00:00:00",,91.0000
9165,913,"10/24/08 00:00:00",,263.0000
9166,914,"10/24/08 00:00:00",,122.8000
9167,886,"10/24/08 00:00:00",,41.0000
9168,906,"10/24/08 00:00:00",,33.0000
9169,905,"10/24/08 00:00:00",,56.0000
9170,924,"10/24/08 00:00:00",506,1301.3000
9171,880,"10/24/08 00:00:00",626,1637.7100
9172,890,"10/24/08 00:00:00",360,931.3000
9173,879,"10/24/08 00:00:00",441,1549.7000
9174,879,"10/25/08 00:00:00",546,2084.7500
9175,890,"10/25/08 00:00:00",431,1245.8000
9176,880,"10/25/08 00:00:00",769,2522.1500
