IDStoreControl,IDMarketer,Date,NoApod,Incam
12305,914,"09/23/09 00:00:00",,69.0000
12306,883,"09/23/09 00:00:00",,82.0000
12307,886,"09/23/09 00:00:00",,52.0000
12308,906,"09/23/09 00:00:00",,43.8000
12309,905,"09/23/09 00:00:00",,52.0000
12310,924,"09/23/09 00:00:00",548,1212.5500
12311,879,"09/23/09 00:00:00",623,1539.6500
12312,890,"09/23/09 00:00:00",381,795.4000
12313,880,"09/23/09 00:00:00",512,1179.9700
12314,937,"09/23/09 00:00:00",358,820.3700
12315,912,"09/24/09 00:00:00",,65.8000
12316,913,"09/24/09 00:00:00",,256.0000
12317,914,"09/24/09 00:00:00",,88.0000
12318,883,"09/24/09 00:00:00",,88.9000
12319,886,"09/24/09 00:00:00",,48.7000
12320,906,"09/24/09 00:00:00",,41.5000
12321,905,"09/24/09 00:00:00",,87.0000
12322,890,"09/24/09 00:00:00",372,837.5000
12323,879,"09/24/09 00:00:00",628,1544.4000
12324,880,"09/24/09 00:00:00",508,1242.4600
12325,924,"09/24/09 00:00:00",521,1222.9000
12326,937,"09/24/09 00:00:00",366,840.1000
12327,912,"09/25/09 00:00:00",,57.2100
12328,913,"09/25/09 00:00:00",,256.0000
12329,914,"09/25/09 00:00:00",,81.9000
12330,883,"09/25/09 00:00:00",,88.9000
12331,886,"09/25/09 00:00:00",,66.0000
12332,906,"09/25/09 00:00:00",,48.3000
12333,905,"09/25/09 00:00:00",,55.3000
12334,924,"09/25/09 00:00:00",538,1178.4800
12336,890,"09/25/09 00:00:00",364,833.9500
12337,937,"09/25/09 00:00:00",360,817.2000
12338,880,"09/25/09 00:00:00",515,1320.6000
12339,879,"09/25/09 00:00:00",629,1529.7000
12340,879,"09/26/09 00:00:00",719,2141.7700
12341,937,"09/26/09 00:00:00",426,1175.7500
12342,880,"09/26/09 00:00:00",673,2139.7300
12343,890,"09/26/09 00:00:00",452,1338.3500
12344,924,"09/26/09 00:00:00",559,1614.0500
12345,913,"09/26/09 00:00:00",,448.7000
12346,913,"09/28/09 00:00:00",,256.0000
12347,914,"09/26/09 00:00:00",,232.0000
12348,914,"09/28/09 00:00:00",,85.5000
12349,883,"09/26/09 00:00:00",,114.4000
12350,883,"09/28/09 00:00:00",,88.9000
12351,886,"09/26/09 00:00:00",,106.0000
12352,886,"09/28/09 00:00:00",,65.0000
12353,906,"09/26/09 00:00:00",,72.0000
12354,906,"09/28/09 00:00:00",,43.8000
12355,905,"09/26/09 00:00:00",,100.0000
12356,905,"09/28/09 00:00:00",,52.0000
12357,912,"09/26/09 00:00:00",,151.2000
12358,912,"09/28/09 00:00:00",,47.9000
12359,879,"09/28/09 00:00:00",616,1497.1600
12360,880,"09/28/09 00:00:00",528,1292.9900
12361,890,"09/28/09 00:00:00",366,768.6000
12362,937,"09/28/09 00:00:00",374,801.6000
12363,924,"09/28/09 00:00:00",552,1244.6000
12364,912,"09/29/09 00:00:00",,74.8500
12365,880,"09/29/09 00:00:00",520,1274.2700
12366,937,"09/29/09 00:00:00",384,822.7000
12367,924,"09/29/09 00:00:00",549,1233.4500
12368,890,"09/29/09 00:00:00",367,809.1000
12369,879,"09/29/09 00:00:00",592,1446.7600
12370,912,"09/30/09 00:00:00",,50.8500
12371,913,"09/29/09 00:00:00",,256.0000
12372,914,"09/29/09 00:00:00",,78.0000
12373,883,"09/29/09 00:00:00",,89.9000
12374,886,"09/29/09 00:00:00",,54.8000
12375,906,"09/29/09 00:00:00",,31.6000
12376,905,"09/29/09 00:00:00",,51.5000
12377,924,"09/30/09 00:00:00",555,1262.9200
12378,937,"09/30/09 00:00:00",387,833.2500
12379,890,"09/30/09 00:00:00",355,828.8000
12380,879,"09/30/09 00:00:00",604,1495.8200
12381,880,"09/30/09 00:00:00",557,1277.2000
12382,913,"09/30/09 00:00:00",,256.0000
12383,914,"09/30/09 00:00:00",,103.0000
12384,883,"09/30/09 00:00:00",,92.0000
12385,886,"09/30/09 00:00:00",,49.5000
12386,906,"09/30/09 00:00:00",,31.6000
12387,905,"09/30/09 00:00:00",,43.0000
12388,890,"10/01/09 00:00:00",370,881.4000
12389,879,"10/01/09 00:00:00",629,1590.0600
12390,880,"10/01/09 00:00:00",531,1281.5600
12391,937,"10/01/09 00:00:00",397,848.0000
12392,924,"10/01/09 00:00:00",558,1271.8700
12393,912,"10/01/09 00:00:00",,74.6000
12394,913,"10/01/09 00:00:00",,256.0000
12395,914,"10/01/09 00:00:00",,103.0000
12396,883,"10/01/09 00:00:00",,92.0000
12397,886,"10/01/09 00:00:00",,60.0000
12398,906,"10/01/09 00:00:00",,32.4000
12399,905,"10/01/09 00:00:00",,89.6000
12400,912,"10/02/09 00:00:00",,61.1000
12401,913,"10/02/09 00:00:00",,249.5000
12402,913,"10/03/09 00:00:00",,440.0000
12403,912,"10/03/09 00:00:00",,156.1100
12404,914,"10/02/09 00:00:00",,103.0000
12405,914,"10/03/09 00:00:00",,243.7000
12406,883,"10/02/09 00:00:00",,90.8000
12407,883,"10/03/09 00:00:00",,132.4000
12408,886,"10/02/09 00:00:00",,60.0000
12409,886,"10/03/09 00:00:00",,97.6000
12410,906,"10/02/09 00:00:00",,32.4000
12411,906,"10/03/09 00:00:00",,69.5000
12412,905,"10/02/09 00:00:00",,44.5000
12413,905,"10/03/09 00:00:00",,95.6000
12414,880,"10/02/09 00:00:00",575,1403.8900
12415,937,"10/02/09 00:00:00",409,944.4500
12416,924,"10/02/09 00:00:00",523,1283.1000
12417,890,"10/02/09 00:00:00",340,901.8000
12418,879,"10/02/09 00:00:00",667,1710.6100
12419,880,"10/03/09 00:00:00",701,2193.2800
12420,890,"10/03/09 00:00:00",439,1303.1000
12421,879,"10/03/09 00:00:00",729,2260.5000
12422,924,"10/03/09 00:00:00",512,1507.7100
12423,937,"10/03/09 00:00:00",446,1467.7000
12424,912,"10/05/09 00:00:00",,85.9600
12425,913,"10/05/09 00:00:00",,249.5000
12426,914,"10/05/09 00:00:00",,103.0000
12427,883,"10/05/09 00:00:00",,87.4000
12428,886,"10/05/09 00:00:00",,60.0000
12429,906,"10/05/09 00:00:00",,32.4000
12430,905,"10/05/09 00:00:00",,44.5000
12431,890,"10/05/09 00:00:00",348,834.0000
12432,879,"10/05/09 00:00:00",641,1488.8500
12433,924,"10/05/09 00:00:00",531,1214.1000
12434,880,"10/05/09 00:00:00",518,1248.9000
12435,937,"10/05/09 00:00:00",377,870.9500
12436,912,"10/06/09 00:00:00",,120.9700
12437,913,"10/06/09 00:00:00",,237.0000
12438,914,"10/06/09 00:00:00",,103.0000
12439,883,"10/06/09 00:00:00",,87.4000
12440,886,"10/06/09 00:00:00",,59.6000
12441,906,"10/06/09 00:00:00",,32.0000
12442,905,"10/06/09 00:00:00",,51.4000
12443,890,"10/06/09 00:00:00",335,768.4000
12444,924,"10/06/09 00:00:00",498,1171.5800
12445,880,"10/06/09 00:00:00",513,1202.9200
12446,879,"10/06/09 00:00:00",630,1511.4400
12447,937,"10/06/09 00:00:00",367,889.9500
12448,912,"10/07/09 00:00:00",,35.0000
12449,913,"10/07/09 00:00:00",,237.0000
12450,914,"10/07/09 00:00:00",,53.1000
12451,883,"10/07/09 00:00:00",,80.2000
12452,886,"10/07/09 00:00:00",,59.6000
12453,906,"10/07/09 00:00:00",,29.7000
12454,905,"10/07/09 00:00:00",,48.9000
12455,937,"10/07/09 00:00:00",284,817.0900
12456,879,"10/07/09 00:00:00",539,1469.8500
12457,890,"10/07/09 00:00:00",357,785.2000
12458,924,"10/07/09 00:00:00",526,1178.1700
12459,880,"10/07/09 00:00:00",493,1248.5900
12460,912,"10/08/09 00:00:00",,76.6000
12461,913,"10/08/09 00:00:00",,237.0000
12462,914,"10/08/09 00:00:00",,53.1000
12463,883,"10/08/09 00:00:00",,80.2000
12464,886,"10/08/09 00:00:00",,59.6000
12465,906,"10/08/09 00:00:00",,30.7000
12466,905,"10/08/09 00:00:00",,84.0000
12467,879,"10/08/09 00:00:00",647,1462.5500
12468,890,"10/08/09 00:00:00",354,814.5000
12469,924,"10/08/09 00:00:00",503,1203.6000
12470,880,"10/08/09 00:00:00",512,1239.4800
12471,937,"10/08/09 00:00:00",394,864.6000
12472,912,"10/09/09 00:00:00",,66.9500
12473,913,"10/09/09 00:00:00",,237.0000
12474,914,"10/09/09 00:00:00",,95.1000
12475,883,"10/09/09 00:00:00",,80.2000
12476,886,"10/09/09 00:00:00",,42.7000
12477,906,"10/09/09 00:00:00",,29.2000
12478,905,"10/09/09 00:00:00",,53.5000
12479,912,"10/10/09 00:00:00",,130.0500
12480,913,"10/10/09 00:00:00",,440.0000
12481,914,"10/10/09 00:00:00",,236.8000
12482,883,"10/10/09 00:00:00",,128.8000
12483,886,"10/10/09 00:00:00",,89.5000
12484,906,"10/10/09 00:00:00",,63.0000
12485,905,"10/10/09 00:00:00",,94.1000
12486,879,"10/09/09 00:00:00",654,1621.7000
12487,880,"10/09/09 00:00:00",559,1342.1200
12488,924,"10/09/09 00:00:00",510,1201.5200
12489,937,"10/09/09 00:00:00",377,802.4500
12490,890,"10/09/09 00:00:00",360,798.0000
12491,890,"10/10/09 00:00:00",767,2160.9700
12492,880,"10/10/09 00:00:00",722,2297.9400
12493,924,"10/10/09 00:00:00",513,1524.7200
12494,879,"10/10/09 00:00:00",,2160.9700
12495,937,"10/10/09 00:00:00",457,1259.6000
12496,912,"10/12/09 00:00:00",,89.4000
12497,913,"10/12/09 00:00:00",,237.0000
12498,914,"10/12/09 00:00:00",,92.4000
12499,883,"10/12/09 00:00:00",,80.0000
12500,886,"10/12/09 00:00:00",,68.0000
12501,906,"10/12/09 00:00:00",,29.8000
12502,905,"10/12/09 00:00:00",,52.0000
12503,890,"10/12/09 00:00:00",338,758.7400
12504,879,"10/12/09 00:00:00",645,1537.8700
12505,937,"10/12/09 00:00:00",352,825.6500
12506,924,"10/12/09 00:00:00",533,1122.3000
12507,880,"10/12/09 00:00:00",513,1245.9000
12508,912,"10/13/09 00:00:00",,39.6000
12509,913,"10/13/09 00:00:00",,237.0000
12510,914,"10/13/09 00:00:00",,92.4000
12511,883,"10/13/09 00:00:00",,80.0000
12512,886,"10/13/09 00:00:00",,75.4000
12513,906,"10/13/09 00:00:00",,32.6000
12514,905,"10/13/09 00:00:00",,50.7000
12515,913,"10/14/09 00:00:00",,237.0000
12516,914,"10/14/09 00:00:00",,106.7000
12517,883,"10/14/09 00:00:00",,80.0000
12518,886,"10/14/09 00:00:00",,69.5000
12519,906,"10/14/09 00:00:00",,29.8000
12520,905,"10/14/09 00:00:00",,48.6000
12521,890,"10/13/09 00:00:00",346,0.0000
12522,879,"10/13/09 00:00:00",615,1435.2000
12523,880,"10/13/09 00:00:00",529,1227.2900
12524,924,"10/13/09 00:00:00",519,1188.5900
12525,937,"10/13/09 00:00:00",368,859.9200
12526,912,"10/14/09 00:00:00",,39.3500
12527,879,"10/14/09 00:00:00",657,1579.5600
12528,880,"10/14/09 00:00:00",537,1321.2400
12529,890,"10/14/09 00:00:00",380,802.4000
12530,924,"10/14/09 00:00:00",537,1200.9500
12531,937,"10/14/09 00:00:00",370,852.4000
12532,912,"10/15/09 00:00:00",,25.0500
12533,913,"10/15/09 00:00:00",,237.0000
12534,914,"10/15/09 00:00:00",,106.7000
12535,883,"10/15/09 00:00:00",,80.0000
12536,886,"10/15/09 00:00:00",,48.9000
12537,906,"10/15/09 00:00:00",,41.5000
12538,905,"10/15/09 00:00:00",,88.0000
12539,879,"10/15/09 00:00:00",740,2056.4500
12540,937,"10/15/09 00:00:00",453,1128.3800
12541,890,"10/15/09 00:00:00",347,802.7200
12542,924,"10/15/09 00:00:00",572,1468.5300
12543,880,"10/15/09 00:00:00",626,1847.9700
12544,912,"10/16/09 00:00:00",,66.4500
12545,912,"10/17/09 00:00:00",,134.0500
12546,913,"10/16/09 00:00:00",,261.6000
12547,913,"10/17/09 00:00:00",,440.0000
12548,914,"10/16/09 00:00:00",,106.7000
12549,914,"10/17/09 00:00:00",,261.0000
12550,883,"10/16/09 00:00:00",,88.0000
12551,883,"10/17/09 00:00:00",,142.0000
12552,886,"10/16/09 00:00:00",,65.4000
12553,906,"10/16/09 00:00:00",,39.0000
12554,906,"10/17/09 00:00:00",,64.8000
12555,886,"10/17/09 00:00:00",,107.4000
12556,905,"10/16/09 00:00:00",,51.0000
12557,905,"10/17/09 00:00:00",,97.8000
12558,890,"10/16/09 00:00:00",419,1001.6600
12559,937,"10/16/09 00:00:00",457,1316.4000
12560,890,"10/17/09 00:00:00",445,1259.4700
12561,880,"10/17/09 00:00:00",725,2285.4500
12562,924,"10/17/09 00:00:00",582,1633.0000
12563,879,"10/17/09 00:00:00",731,2237.8200
12564,912,"10/19/09 00:00:00",,33.8000
12565,913,"10/19/09 00:00:00",,261.6000
12566,914,"10/19/09 00:00:00",,106.7000
12567,883,"10/19/09 00:00:00",,80.0000
12568,886,"10/19/09 00:00:00",,73.8000
12569,906,"10/19/09 00:00:00",,34.9000
12570,905,"10/19/09 00:00:00",,50.8000
12571,924,"10/19/09 00:00:00",547,1270.0900
12572,879,"10/19/09 00:00:00",645,1565.4100
12573,937,"10/19/09 00:00:00",379,864.4500
12574,880,"10/19/09 00:00:00",550,1267.8100
12575,890,"10/19/09 00:00:00",374,816.4300
12576,912,"10/20/09 00:00:00",,74.5500
12577,913,"10/20/09 00:00:00",,261.6000
12578,914,"10/20/09 00:00:00",,106.7000
12579,886,"10/20/09 00:00:00",,75.0000
12580,883,"10/20/09 00:00:00",,80.0000
12581,906,"10/20/09 00:00:00",,34.0000
12582,905,"10/20/09 00:00:00",,51.8000
12583,890,"10/20/09 00:00:00",363,783.3300
12584,880,"10/20/09 00:00:00",492,1197.6600
12585,924,"10/20/09 00:00:00",539,1177.6100
12586,879,"10/20/09 00:00:00",657,1538.1500
12587,937,"10/20/09 00:00:00",362,836.3000
12588,913,"10/21/09 00:00:00",,254.0000
12589,914,"10/21/09 00:00:00",,132.7000
12590,883,"10/21/09 00:00:00",,80.0000
12591,886,"10/21/09 00:00:00",,49.7000
12592,906,"10/21/09 00:00:00",,34.0000
12593,905,"10/21/09 00:00:00",,44.0000
12594,880,"10/21/09 00:00:00",528,1388.5000
12595,924,"10/21/09 00:00:00",515,1242.6000
12596,890,"10/21/09 00:00:00",381,892.4200
12597,879,"10/21/09 00:00:00",633,1427.6200
12598,937,"10/21/09 00:00:00",390,848.0000
12599,912,"10/21/09 00:00:00",,53.9000
12600,913,"10/22/09 00:00:00",,254.0000
12601,914,"10/22/09 00:00:00",,126.9000
12602,883,"10/22/09 00:00:00",,80.0000
12603,886,"10/22/09 00:00:00",,49.7000
12604,906,"10/22/09 00:00:00",,39.4000
12605,905,"10/22/09 00:00:00",,87.0000
12606,912,"10/22/09 00:00:00",,34.6000
12607,924,"10/22/09 00:00:00",531,1151.2900
12608,879,"10/22/09 00:00:00",664,1616.8100
12609,890,"10/22/09 00:00:00",361,836.7700
12610,880,"10/22/09 00:00:00",517,1303.0800
12611,937,"10/22/09 00:00:00",389,884.6000
12612,912,"10/23/09 00:00:00",,45.5200
12613,913,"10/23/09 00:00:00",,254.0000
12614,914,"10/23/09 00:00:00",,126.9000
12615,883,"10/23/09 00:00:00",,80.0000
12616,886,"10/23/09 00:00:00",,73.5000
12617,906,"10/23/09 00:00:00",,35.0000
12618,905,"10/23/09 00:00:00",,53.8000
12619,912,"10/24/09 00:00:00",,120.8800
12620,913,"10/24/09 00:00:00",,450.0000
12621,914,"10/24/09 00:00:00",,288.0000
12622,883,"10/24/09 00:00:00",,143.0000
12623,886,"10/24/09 00:00:00",,144.0000
12624,906,"10/24/09 00:00:00",,85.5000
12625,905,"10/24/09 00:00:00",,105.5000
12626,879,"10/23/09 00:00:00",685,1662.3000
12627,880,"10/23/09 00:00:00",558,1425.0700
12628,890,"10/23/09 00:00:00",381,838.3900
12629,937,"10/23/09 00:00:00",368,850.8500
12630,924,"10/23/09 00:00:00",547,1419.2000
12631,937,"10/24/09 00:00:00",443,1248.0000
12632,879,"10/24/09 00:00:00",751,2320.7000
12633,890,"10/24/09 00:00:00",437,1264.0000
12634,880,"10/24/09 00:00:00",702,2264.1600
12635,924,"10/24/09 00:00:00",536,1565.0500
12636,912,"10/26/09 00:00:00",,171.1500
12637,913,"10/26/09 00:00:00",,239.5000
12638,914,"10/26/09 00:00:00",,126.9000
12639,883,"10/26/09 00:00:00",,80.0000
12640,886,"10/26/09 00:00:00",,68.7000
12641,906,"10/26/09 00:00:00",,33.3000
12642,905,"10/26/09 00:00:00",,50.7000
12643,879,"10/26/09 00:00:00",593,1486.9800
12644,937,"10/26/09 00:00:00",376,1076.9000
12645,880,"10/26/09 00:00:00",474,1321.0900
12646,924,"10/26/09 00:00:00",507,1225.6500
12647,890,"10/26/09 00:00:00",388,958.6000
12648,912,"10/27/09 00:00:00",,66.5000
12649,913,"10/27/09 00:00:00",,360.0000
12650,914,"10/27/09 00:00:00",,216.0000
12651,883,"10/27/09 00:00:00",,133.0000
12652,886,"10/27/09 00:00:00",,101.0000
12653,906,"10/27/09 00:00:00",,74.0000
12654,905,"10/27/09 00:00:00",,89.0000
12655,880,"10/27/09 00:00:00",536,1736.2100
12656,879,"10/27/09 00:00:00",714,1915.1000
12657,924,"10/27/09 00:00:00",576,1438.6400
12658,890,"10/27/09 00:00:00",401,1156.0000
12659,937,"10/27/09 00:00:00",446,1238.3500
12660,912,"10/29/09 00:00:00",,65.0000
12661,913,"10/29/09 00:00:00",,234.9000
12662,914,"10/29/09 00:00:00",,126.9000
12663,883,"10/29/09 00:00:00",,80.0000
12664,886,"10/29/09 00:00:00",,62.9000
12665,906,"10/29/09 00:00:00",,24.0000
12666,905,"10/29/09 00:00:00",,92.0000
12667,879,"10/29/09 00:00:00",634,1451.6700
12668,890,"10/29/09 00:00:00",366,886.3000
12669,880,"10/29/09 00:00:00",305,1301.3600
12670,937,"10/29/09 00:00:00",362,818.6500
12671,924,"10/29/09 00:00:00",521,1170.0000
12672,912,"10/30/09 00:00:00",,83.3000
12673,913,"10/30/09 00:00:00",,252.6000
12674,914,"10/30/09 00:00:00",,128.5000
12675,883,"10/30/09 00:00:00",,80.0000
12676,886,"10/30/09 00:00:00",,72.9000
12677,906,"10/30/09 00:00:00",,29.8000
12678,905,"10/30/09 00:00:00",,57.0000
12679,912,"10/31/09 00:00:00",,109.1000
12680,913,"10/31/09 00:00:00",,432.0000
12681,914,"10/31/09 00:00:00",,243.7000
12682,883,"10/31/09 00:00:00",,140.0000
12683,886,"10/31/09 00:00:00",,101.0000
12684,906,"10/31/09 00:00:00",,68.0000
12685,905,"10/31/09 00:00:00",,100.0000
12686,879,"10/30/09 00:00:00",643,1575.2900
12687,890,"10/30/09 00:00:00",379,897.0000
12688,880,"10/30/09 00:00:00",580,1421.8300
12689,937,"10/30/09 00:00:00",391,1009.6000
12690,924,"10/30/09 00:00:00",541,1192.2500
12691,879,"10/31/09 00:00:00",743,2193.1700
12692,890,"10/31/09 00:00:00",471,1331.6000
12693,937,"10/31/09 00:00:00",467,1327.9500
12694,880,"10/31/09 00:00:00",250,2201.2500
12695,924,"10/31/09 00:00:00",1466,1611.0500
12696,912,"11/02/09 00:00:00",,75.2500
12697,913,"11/02/09 00:00:00",,234.9000
12698,914,"11/02/09 00:00:00",,126.9000
12699,883,"11/02/09 00:00:00",,80.0000
12700,886,"11/02/09 00:00:00",,63.0000
12701,906,"11/02/09 00:00:00",,29.8000
12702,905,"11/02/09 00:00:00",,60.6000
12703,906,"11/03/09 00:00:00",,37.0000
12704,879,"11/02/09 00:00:00",654,1529.6700
12705,924,"11/02/09 00:00:00",548,1234.5300
12706,880,"11/02/09 00:00:00",537,1295.2400
12707,937,"11/02/09 00:00:00",366,858.9500
12708,890,"11/02/09 00:00:00",356,791.3500
12709,912,"11/03/09 00:00:00",,35.6500
12710,913,"11/03/09 00:00:00",,234.9000
12711,914,"11/03/09 00:00:00",,126.9000
12712,883,"11/03/09 00:00:00",,80.0000
12713,886,"11/03/09 00:00:00",,56.0000
12714,905,"11/03/09 00:00:00",,63.3000
12715,879,"11/03/09 00:00:00",554,1333.4500
12716,880,"11/03/09 00:00:00",490,1141.4700
12717,890,"11/03/09 00:00:00",340,795.5000
12718,937,"11/03/09 00:00:00",374,927.3000
12720,912,"11/04/09 00:00:00",,60.3100
12721,913,"11/04/09 00:00:00",,234.9000
12722,914,"11/04/09 00:00:00",,126.9000
12723,883,"11/04/09 00:00:00",,80.0000
12724,886,"11/04/09 00:00:00",,61.0000
12725,906,"11/04/09 00:00:00",,53.0000
12726,905,"11/04/09 00:00:00",,37.0000
12727,880,"11/04/09 00:00:00",534,1318.3500
12728,879,"11/04/09 00:00:00",644,1604.1000
12729,890,"11/04/09 00:00:00",366,796.6000
12730,924,"11/04/09 00:00:00",550,1202.5500
12731,937,"11/04/09 00:00:00",368,805.5500
12732,924,"11/03/09 00:00:00",519,1181.3500
12733,912,"11/05/09 00:00:00",,45.5000
12734,913,"11/05/09 00:00:00",,234.9000
12735,914,"11/05/09 00:00:00",,126.9000
12736,883,"11/05/09 00:00:00",,80.0000
12737,886,"11/05/09 00:00:00",,61.0000
12738,906,"11/05/09 00:00:00",,36.0000
12739,905,"11/05/09 00:00:00",,84.0000
12740,937,"07/04/09 00:00:00",390,1050.5700
12741,937,"07/03/09 00:00:00",287,656.0000
12742,879,"11/05/09 00:00:00",631,1554.0500
12743,937,"11/05/09 00:00:00",364,859.2500
12744,880,"11/05/09 00:00:00",504,1243.2900
12745,924,"11/05/09 00:00:00",514,1116.9500
12746,912,"11/06/09 00:00:00",,52.3500
12747,913,"11/06/09 00:00:00",,234.9000
12748,914,"11/06/09 00:00:00",,126.9000
12749,883,"11/06/09 00:00:00",,80.0000
12750,886,"11/06/09 00:00:00",,55.0000
12751,906,"11/06/09 00:00:00",,36.0000
12752,905,"11/06/09 00:00:00",,59.0000
12753,890,"07/04/09 00:00:00",416,1237.1500
12754,912,"11/09/09 00:00:00",,202.1000
12755,913,"11/07/09 00:00:00",,451.0000
12756,914,"11/07/09 00:00:00",,202.7000
12757,883,"11/07/09 00:00:00",,140.0000
12758,886,"11/07/09 00:00:00",,78.0000
12759,906,"11/07/09 00:00:00",,68.0000
12760,905,"11/07/09 00:00:00",,100.9000
12761,937,"11/06/09 00:00:00",371,824.4000
12762,924,"11/06/09 00:00:00",540,1204.6300
12763,890,"11/06/09 00:00:00",382,859.7000
12764,879,"11/06/09 00:00:00",634,1590.8500
12765,880,"11/06/09 00:00:00",507,1278.2000
12766,924,"11/07/09 00:00:00",555,1606.6000
12767,880,"11/07/09 00:00:00",725,2234.2700
12768,890,"11/07/09 00:00:00",459,1344.8500
12769,879,"11/07/09 00:00:00",760,2232.7000
12770,937,"11/07/09 00:00:00",487,1332.5000
12771,913,"11/09/09 00:00:00",,234.9000
12772,914,"11/09/09 00:00:00",,98.0000
12773,883,"11/09/09 00:00:00",,80.0000
12774,886,"11/09/09 00:00:00",,73.9000
12775,906,"11/09/09 00:00:00",,37.0000
12776,905,"11/09/09 00:00:00",,57.0000
12777,924,"11/09/09 00:00:00",521,1120.0500
12778,880,"11/09/09 00:00:00",483,1200.3400
12779,890,"11/09/09 00:00:00",379,823.0000
12780,879,"11/09/09 00:00:00",634,1561.9200
12781,937,"11/09/09 00:00:00",391,870.0000
12782,890,"11/05/09 00:00:00",333,796.2000
12783,890,"11/10/09 00:00:00",339,804.5000
12784,924,"11/10/09 00:00:00",485,1082.8000
12785,879,"11/10/09 00:00:00",587,1378.0100
12786,880,"11/10/09 00:00:00",432,1054.3000
12787,937,"11/10/09 00:00:00",366,802.8000
12788,912,"11/10/09 00:00:00",,25.9000
12789,912,"11/11/09 00:00:00",,52.7000
12790,913,"11/10/09 00:00:00",,234.9000
12791,913,"11/11/09 00:00:00",,234.9000
12792,914,"11/10/09 00:00:00",,98.0000
12793,914,"11/11/09 00:00:00",,98.0000
12794,883,"11/10/09 00:00:00",,80.0000
12795,883,"11/11/09 00:00:00",,80.0000
12796,886,"11/10/09 00:00:00",,54.5000
12797,886,"11/11/09 00:00:00",,52.0000
12798,906,"11/10/09 00:00:00",,37.0000
12799,906,"11/11/09 00:00:00",,22.6000
12800,905,"11/10/09 00:00:00",,49.0000
12801,905,"11/11/09 00:00:00",,47.6000
12802,879,"11/11/09 00:00:00",622,1530.7900
12803,890,"11/11/09 00:00:00",360,786.6000
12804,924,"11/11/09 00:00:00",510,1160.1000
12805,880,"11/11/09 00:00:00",479,1239.4400
12806,937,"11/11/09 00:00:00",360,801.8500
12807,913,"11/12/09 00:00:00",,234.9000
12808,914,"11/12/09 00:00:00",,98.0000
12809,883,"11/12/09 00:00:00",,80.0000
12810,912,"11/12/09 00:00:00",,52.7000
12811,906,"11/12/09 00:00:00",,28.0000
12812,905,"11/12/09 00:00:00",,81.0000
12813,886,"11/12/09 00:00:00",,55.7000
12814,890,"11/12/09 00:00:00",354,804.0500
12815,937,"11/12/09 00:00:00",395,826.6500
12816,880,"11/12/09 00:00:00",487,1214.7100
12817,924,"11/12/09 00:00:00",512,1168.5000
12818,879,"11/12/09 00:00:00",661,1502.3000
12819,890,"11/13/09 00:00:00",394,904.1500
12820,890,"11/14/09 00:00:00",460,1319.2000
12821,880,"11/14/09 00:00:00",720,2253.5500
12822,880,"11/13/09 00:00:00",504,1349.5800
12823,879,"11/14/09 00:00:00",756,2292.3300
12824,879,"11/13/09 00:00:00",663,1548.8500
12825,924,"11/13/09 00:00:00",511,1186.8500
12826,924,"11/14/09 00:00:00",557,1531.4000
12827,937,"11/13/09 00:00:00",370,828.7000
12828,937,"11/14/09 00:00:00",486,1334.9000
12829,912,"11/13/09 00:00:00",,35.8000
12830,912,"11/14/09 00:00:00",,105.3500
12831,912,"11/16/09 00:00:00",,92.2000
12832,913,"11/13/09 00:00:00",,234.9000
12833,913,"11/14/09 00:00:00",,416.0000
12834,913,"11/16/09 00:00:00",,234.9000
12835,914,"11/13/09 00:00:00",,98.0000
12836,914,"11/14/09 00:00:00",,214.0000
12837,914,"11/16/09 00:00:00",,98.0000
12838,883,"11/13/09 00:00:00",,80.0000
12839,883,"11/14/09 00:00:00",,142.0000
12840,883,"11/16/09 00:00:00",,80.0000
12841,886,"11/13/09 00:00:00",,45.0000
12842,886,"11/14/09 00:00:00",,61.7000
12843,886,"11/16/09 00:00:00",,63.0000
12844,906,"11/13/09 00:00:00",,28.0000
12845,906,"11/14/09 00:00:00",,59.0000
12846,906,"11/16/09 00:00:00",,28.0000
12847,905,"11/13/09 00:00:00",,47.6000
12848,905,"11/14/09 00:00:00",,102.6000
12849,905,"11/16/09 00:00:00",,52.0000
12850,880,"11/16/09 00:00:00",513,1286.3700
12851,890,"11/16/09 00:00:00",341,749.5500
12852,879,"11/16/09 00:00:00",673,1553.6100
12853,924,"11/16/09 00:00:00",523,1120.2500
12854,937,"11/16/09 00:00:00",391,861.0900
12855,912,"11/17/09 00:00:00",,62.7500
12856,913,"11/17/09 00:00:00",,242.7000
12857,914,"11/17/09 00:00:00",,89.0000
12858,883,"11/17/09 00:00:00",,73.0000
12859,886,"11/17/09 00:00:00",,63.0000
12860,906,"11/17/09 00:00:00",,32.8000
12861,905,"11/17/09 00:00:00",,49.8000
12862,924,"11/17/09 00:00:00",500,1106.8500
12863,890,"11/17/09 00:00:00",330,756.4000
12864,880,"11/17/09 00:00:00",479,1163.8300
12865,879,"11/17/09 00:00:00",652,1554.7500
12866,937,"11/17/09 00:00:00",374,827.8000
12867,912,"11/18/09 00:00:00",,35.4500
12868,913,"11/18/09 00:00:00",,234.9000
12869,914,"11/18/09 00:00:00",,89.0000
12870,883,"11/18/09 00:00:00",,73.0000
12871,886,"11/18/09 00:00:00",,54.9000
